"","Variable","date","Value","station"
"4724","NH4F","06/20/2016",0.014825,"narpcnut  "
"4725","NH4F","06/21/2016",0.02883333,"narpcnut  "
"4726","NH4F","07/18/2016",0.01444444,"narpcnut  "
"4727","NH4F","07/19/2016",0.0242,"narpcnut  "
"4728","NH4F","08/15/2016",0.01444444,"narpcnut  "
"4729","NH4F","08/16/2016",0.0218,"narpcnut  "
"4730","NH4F","09/12/2016",0.02388889,"narpcnut  "
"4731","NH4F","09/13/2016",0.02,"narpcnut  "
"4732","NH4F","10/25/2016",0.0196,"narpcnut  "
"4733","NH4F","10/26/2016",0.0225,"narpcnut  "
"4734","NH4F","11/14/2016",0.01415,"narpcnut  "
"4735","NH4F","11/15/2016",0.023,"narpcnut  "
"4736","NH4F","12/13/2016",0.028125,"narpcnut  "
"4737","NH4F","12/14/2016",0.03166667,"narpcnut  "
"4738","NO23F","01/18/2016",0.1066667,"narpcnut  "
"4739","NO23F","01/19/2016",0.0938,"narpcnut  "
"4740","NO23F","02/17/2016",0.0047,"narpcnut  "
"4741","NO23F","02/18/2016",0.0047,"narpcnut  "
"4742","NO23F","03/21/2016",0.0047,"narpcnut  "
"4743","NO23F","03/22/2016",0.009171429,"narpcnut  "
"4744","NO23F","04/18/2016",0.01065,"narpcnut  "
"4745","NO23F","04/19/2016",0.0047,"narpcnut  "
"4746","NO23F","05/16/2016",0.00786,"narpcnut  "
"4747","NO23F","05/17/2016",0.0047,"narpcnut  "
"4748","NO23F","06/20/2016",0.0089375,"narpcnut  "
"4749","NO23F","06/21/2016",0.0047,"narpcnut  "
"4750","NO23F","07/18/2016",0.01216667,"narpcnut  "
"4751","NO23F","07/19/2016",0.0047,"narpcnut  "
"4752","NO23F","08/15/2016",0.01601111,"narpcnut  "
"4753","NO23F","08/16/2016",0.01822,"narpcnut  "
"4754","NO23F","09/12/2016",0.01701111,"narpcnut  "
"4755","NO23F","09/13/2016",0.0047,"narpcnut  "
"4756","NO23F","10/25/2016",0.03091,"narpcnut  "
"4757","NO23F","10/26/2016",0.005025,"narpcnut  "
"4758","NO23F","11/14/2016",0.032125,"narpcnut  "
"4759","NO23F","11/15/2016",0.01061667,"narpcnut  "
"4760","NO23F","12/13/2016",0.044625,"narpcnut  "
"4761","NO23F","12/14/2016",0.04016667,"narpcnut  "
"4762","NO2F","01/18/2016",0.004444444,"narpcnut  "
"4763","NO2F","01/19/2016",0.0028,"narpcnut  "
"4764","NO2F","02/17/2016",0.0016,"narpcnut  "
"4765","NO2F","02/18/2016",0.0016,"narpcnut  "
"4766","NO2F","03/21/2016",0.0016,"narpcnut  "
"4767","NO2F","03/22/2016",0.0016,"narpcnut  "
"4768","NO2F","04/18/2016",0.0016,"narpcnut  "
"4769","NO2F","04/19/2016",0.0016,"narpcnut  "
"4770","NO2F","05/16/2016",0.0016,"narpcnut  "
"4771","NO2F","05/17/2016",0.0016,"narpcnut  "
"4772","NO2F","06/20/2016",0.0016,"narpcnut  "
"4773","NO2F","06/21/2016",0.0016,"narpcnut  "
"4774","NO2F","07/18/2016",0.0016,"narpcnut  "
"4775","NO2F","07/19/2016",0.0016,"narpcnut  "
"4776","NO2F","08/15/2016",0.0016,"narpcnut  "
"4777","NO2F","08/16/2016",0.0016,"narpcnut  "
"4778","NO2F","09/12/2016",0.0016,"narpcnut  "
"4779","NO2F","09/13/2016",0.0016,"narpcnut  "
"4780","NO2F","10/25/2016",0.00164,"narpcnut  "
"4781","NO2F","10/26/2016",0.0016,"narpcnut  "
"4782","NO2F","11/14/2016",0.0019,"narpcnut  "
"4783","NO2F","11/15/2016",0.002166667,"narpcnut  "
"4784","NO2F","12/13/2016",0.00575,"narpcnut  "
"4785","NO2F","12/14/2016",0.0055,"narpcnut  "
"4786","NO3F","01/18/2016",0.1022222,"narpcnut  "
"4787","NO3F","01/19/2016",0.091,"narpcnut  "
"4788","NO3F","12/13/2016",0.038875,"narpcnut  "
"4789","NO3F","12/14/2016",0.03466667,"narpcnut  "
"4790","PO4F","01/18/2016",0.03177778,"narpcnut  "
"4791","PO4F","01/19/2016",0.0298,"narpcnut  "
"4792","PO4F","02/17/2016",0.01266667,"narpcnut  "
"4793","PO4F","02/18/2016",0.0036,"narpcnut  "
"4794","PO4F","03/21/2016",0.008,"narpcnut  "
"4795","PO4F","03/22/2016",0.009571429,"narpcnut  "
"4796","PO4F","04/18/2016",0.003875,"narpcnut  "
"4797","PO4F","04/19/2016",0.004333333,"narpcnut  "
"4798","PO4F","05/16/2016",0.0142,"narpcnut  "
"4799","PO4F","05/17/2016",0.0115,"narpcnut  "
"4800","PO4F","06/20/2016",0.016875,"narpcnut  "
"4801","PO4F","06/21/2016",0.02716667,"narpcnut  "
"4802","PO4F","07/18/2016",0.03466667,"narpcnut  "
"4803","PO4F","07/19/2016",0.0446,"narpcnut  "
"4804","PO4F","08/15/2016",0.048,"narpcnut  "
"4805","PO4F","08/16/2016",0.0484,"narpcnut  "
"4806","PO4F","09/12/2016",0.04411111,"narpcnut  "
"4807","PO4F","09/13/2016",0.0442,"narpcnut  "
"4808","PO4F","10/25/2016",0.0446,"narpcnut  "
"4809","PO4F","10/26/2016",0.0455,"narpcnut  "
"4810","PO4F","11/14/2016",0.0285,"narpcnut  "
"4811","PO4F","11/15/2016",0.03166667,"narpcnut  "
"4812","PO4F","12/13/2016",0.025125,"narpcnut  "
"4813","PO4F","12/14/2016",0.02566667,"narpcnut  "
"4814","CHLA_N","01/30/2017",6.427176,"narpcnut  "
"4815","CHLA_N","01/31/2017",8.43321,"narpcnut  "
"4816","CHLA_N","02/27/2017",11.54453,"narpcnut  "
"4817","CHLA_N","02/28/2017",9.597496,"narpcnut  "
"4818","CHLA_N","03/27/2017",5.169362,"narpcnut  "
"4819","CHLA_N","04/24/2017",5.685074,"narpcnut  "
"4820","CHLA_N","04/25/2017",4.628825,"narpcnut  "
"4821","CHLA_N","05/23/2017",3.765575,"narpcnut  "
"4822","CHLA_N","05/24/2017",3.392164,"narpcnut  "
"4823","CHLA_N","06/05/2017",6.275958,"narpcnut  "
"4824","CHLA_N","06/06/2017",11.48553,"narpcnut  "
"4825","CHLA_N","07/03/2017",7.08012,"narpcnut  "
"4826","CHLA_N","07/04/2017",5.983263,"narpcnut  "
"4827","CHLA_N","07/05/2017",4.795601,"narpcnut  "
"4828","CHLA_N","08/07/2017",7.349558,"narpcnut  "
"4829","CHLA_N","08/08/2017",7.095854,"narpcnut  "
"4830","CHLA_N","09/05/2017",6.765448,"narpcnut  "
"4831","CHLA_N","10/16/2017",2.73415,"narpcnut  "
"4832","CHLA_N","10/17/2017",2.467028,"narpcnut  "
"4833","CHLA_N","11/28/2017",1.513922,"narpcnut  "
"4834","CHLA_N","11/29/2017",1.20834,"narpcnut  "
"4835","NH4F","01/30/2017",0.007075,"narpcnut  "
"4836","NH4F","01/31/2017",0.0056,"narpcnut  "
"4837","NH4F","02/27/2017",0.0056,"narpcnut  "
"4838","NH4F","02/28/2017",0.0056,"narpcnut  "
"4839","NH4F","03/27/2017",0.009955556,"narpcnut  "
"4840","NH4F","04/24/2017",0.006777778,"narpcnut  "
"4841","NH4F","04/25/2017",0.0146,"narpcnut  "
"4842","NH4F","05/23/2017",0.009177778,"narpcnut  "
"4843","NH4F","05/24/2017",0.02912,"narpcnut  "
"4844","NH4F","06/05/2017",0.03022222,"narpcnut  "
"4845","NH4F","06/06/2017",0.0414,"narpcnut  "
"4846","NH4F","07/03/2017",0.0073,"narpcnut  "
"4847","NH4F","07/04/2017",0.008428571,"narpcnut  "
"4848","NH4F","07/05/2017",0.00852,"narpcnut  "
"4849","NH4F","08/07/2017",0.01545,"narpcnut  "
"4850","NH4F","08/08/2017",0.01113333,"narpcnut  "
"4851","NH4F","09/05/2017",0.06755556,"narpcnut  "
"4852","NH4F","10/16/2017",0.07388889,"narpcnut  "
"4853","NH4F","10/17/2017",0.081,"narpcnut  "
"4854","NH4F","11/28/2017",0.07055556,"narpcnut  "
"4855","NH4F","11/29/2017",0.068,"narpcnut  "
"4856","NO23F","01/30/2017",0.0120125,"narpcnut  "
"4857","NO23F","01/31/2017",0.0047,"narpcnut  "
"4858","NO23F","02/27/2017",0.006775,"narpcnut  "
"4859","NO23F","02/28/2017",0.0047,"narpcnut  "
"4860","NO23F","03/27/2017",0.005622222,"narpcnut  "
"4861","NO23F","04/24/2017",0.006211111,"narpcnut  "
"4862","NO23F","04/25/2017",0.0047,"narpcnut  "
"4863","NO23F","05/23/2017",0.007955556,"narpcnut  "
"4864","NO23F","05/24/2017",0.0047,"narpcnut  "
"4865","NO23F","06/05/2017",0.005733333,"narpcnut  "
"4866","NO23F","06/06/2017",0.0047,"narpcnut  "
"4867","NO23F","07/03/2017",0.0047,"narpcnut  "
"4868","NO23F","07/04/2017",0.0047,"narpcnut  "
"4869","NO23F","07/05/2017",0.0047,"narpcnut  "
"4870","NO23F","08/07/2017",0.0051125,"narpcnut  "
"4871","NO23F","08/08/2017",0.0047,"narpcnut  "
"4872","NO23F","09/05/2017",0.007088889,"narpcnut  "
"4873","NO23F","10/16/2017",0.04122222,"narpcnut  "
"4874","NO23F","10/17/2017",0.0512,"narpcnut  "
"4875","NO23F","11/28/2017",0.1658889,"narpcnut  "
"4876","NO23F","11/29/2017",0.1336,"narpcnut  "
"4877","NO2F","01/30/2017",0.0016,"narpcnut  "
"4878","NO2F","01/31/2017",0.0016,"narpcnut  "
"4879","NO2F","02/27/2017",0.0016,"narpcnut  "
"4880","NO2F","02/28/2017",0.0016,"narpcnut  "
"4881","NO2F","03/27/2017",0.0016,"narpcnut  "
"4882","NO2F","04/24/2017",0.0016,"narpcnut  "
"4883","NO2F","04/25/2017",0.0016,"narpcnut  "
"4884","NO2F","05/23/2017",0.0016,"narpcnut  "
"4885","NO2F","05/24/2017",0.0016,"narpcnut  "
"4886","NO2F","06/05/2017",0.0016,"narpcnut  "
"4887","NO2F","06/06/2017",0.0016,"narpcnut  "
"4888","NO2F","07/03/2017",0.0016,"narpcnut  "
"4889","NO2F","07/04/2017",0.0016,"narpcnut  "
"4890","NO2F","07/05/2017",0.0016,"narpcnut  "
"4891","NO2F","08/07/2017",0.0016,"narpcnut  "
"4892","NO2F","08/08/2017",0.0016,"narpcnut  "
"4893","NO2F","09/05/2017",0.003333333,"narpcnut  "
"4894","NO2F","10/16/2017",0.006111111,"narpcnut  "
"4895","NO2F","10/17/2017",0.006,"narpcnut  "
"4896","NO2F","11/28/2017",0.01022222,"narpcnut  "
"4897","NO2F","11/29/2017",0.011,"narpcnut  "
"4898","NO3F","10/16/2017",0.03511111,"narpcnut  "
"4899","NO3F","10/17/2017",0.0452,"narpcnut  "
"4900","NO3F","11/28/2017",0.1556667,"narpcnut  "
"4901","NO3F","11/29/2017",0.1226,"narpcnut  "
"4902","PO4F","01/30/2017",0.002,"narpcnut  "
"4903","PO4F","01/31/2017",0.002,"narpcnut  "
"4904","PO4F","02/27/2017",0.002,"narpcnut  "
"4905","PO4F","02/28/2017",0.002,"narpcnut  "
"4906","PO4F","03/27/2017",0.002,"narpcnut  "
"4907","PO4F","04/24/2017",0.002,"narpcnut  "
"4908","PO4F","04/25/2017",0.002,"narpcnut  "
"4909","PO4F","05/23/2017",0.002,"narpcnut  "
"4910","PO4F","05/24/2017",0.004,"narpcnut  "
"4911","PO4F","06/05/2017",0.003888889,"narpcnut  "
"4912","PO4F","06/06/2017",0.0032,"narpcnut  "
"4913","PO4F","07/03/2017",0.012,"narpcnut  "
"4914","PO4F","07/04/2017",0.012,"narpcnut  "
"4915","PO4F","07/05/2017",0.02,"narpcnut  "
"4916","PO4F","08/07/2017",0.01975,"narpcnut  "
"4917","PO4F","08/08/2017",0.019,"narpcnut  "
"4918","PO4F","09/05/2017",0.03433333,"narpcnut  "
"4919","PO4F","10/16/2017",0.06066667,"narpcnut  "
"4920","PO4F","10/17/2017",0.0614,"narpcnut  "
"4921","PO4F","11/28/2017",0.05388889,"narpcnut  "
"4922","PO4F","11/29/2017",0.0502,"narpcnut  "
"4923","CHLA_N","01/29/2018",44.57778,"narpcnut  "
"4924","CHLA_N","01/30/2018",40.182,"narpcnut  "
"4925","CHLA_N","02/13/2018",19.77111,"narpcnut  "
"4926","CHLA_N","02/14/2018",20.358,"narpcnut  "
"4927","CHLA_N","03/27/2018",4.642222,"narpcnut  "
"4928","CHLA_N","03/28/2018",3.962,"narpcnut  "
"4929","CHLA_N","04/24/2018",3.353,"narpcnut  "
"4930","CHLA_N","04/25/2018",2.4475,"narpcnut  "
"4931","CHLA_N","05/15/2018",1.85125,"narpcnut  "
"4932","CHLA_N","05/16/2018",1.596667,"narpcnut  "
"4933","CHLA_N","06/12/2018",3.368889,"narpcnut  "
"4934","CHLA_N","06/13/2018",2.536,"narpcnut  "
"4935","CHLA_N","07/12/2018",3.725556,"narpcnut  "
"4936","CHLA_N","07/13/2018",5.222,"narpcnut  "
"4937","CHLA_N","08/07/2018",7.41,"narpcnut  "
"4938","CHLA_N","08/08/2018",3.876,"narpcnut  "
"4939","CHLA_N","09/05/2018",4.724,"narpcnut  "
"4940","CHLA_N","09/06/2018",10.5175,"narpcnut  "
"4941","CHLA_N","10/09/2018",2.65625,"narpcnut  "
"4942","CHLA_N","10/10/2018",2.22,"narpcnut  "
"4943","CHLA_N","11/06/2018",0.8166667,"narpcnut  "
"4944","CHLA_N","11/07/2018",0.626,"narpcnut  "
"4945","CHLA_N","12/04/2018",0.63,"narpcnut  "
"4946","CHLA_N","12/05/2018",0.568,"narpcnut  "
"4947","NH4F","01/29/2018",0.01035556,"narpcnut  "
"4948","NH4F","01/30/2018",0.0122,"narpcnut  "
"4949","NH4F","02/13/2018",0.0062,"narpcnut  "
"4950","NH4F","02/14/2018",0.0062,"narpcnut  "
"4951","NH4F","03/27/2018",0.0062,"narpcnut  "
"4952","NH4F","03/28/2018",0.0062,"narpcnut  "
"4953","NH4F","04/24/2018",0.0062,"narpcnut  "
"4954","NH4F","04/25/2018",0.0062,"narpcnut  "
"4955","NH4F","05/16/2018",0.01253333,"narpcnut  "
"4956","NH4F","06/12/2018",0.0062,"narpcnut  "
"4957","NH4F","06/13/2018",0.01092,"narpcnut  "
"4958","NH4F","07/12/2018",0.009933333,"narpcnut  "
"4959","NH4F","07/13/2018",0.01068,"narpcnut  "
"4960","NH4F","08/07/2018",0.0078,"narpcnut  "
"4961","NH4F","08/08/2018",0.01048,"narpcnut  "
"4962","NH4F","09/05/2018",0.00896,"narpcnut  "
"4963","NH4F","09/06/2018",0.00815,"narpcnut  "
"4964","NH4F","10/09/2018",0.112875,"narpcnut  "
"4965","NH4F","10/10/2018",0.124,"narpcnut  "
"4966","NH4F","11/06/2018",0.08911111,"narpcnut  "
"4967","NH4F","11/07/2018",0.091,"narpcnut  "
"4968","NH4F","12/04/2018",0.06166667,"narpcnut  "
"4969","NH4F","12/05/2018",0.0628,"narpcnut  "
"4970","NO23F","01/29/2018",0.02894444,"narpcnut  "
"4971","NO23F","01/30/2018",0.0055,"narpcnut  "
"4972","NO23F","02/13/2018",0.03005556,"narpcnut  "
"4973","NO23F","02/14/2018",0.0348,"narpcnut  "
"4974","NO23F","03/27/2018",0.02077778,"narpcnut  "
"4975","NO23F","03/28/2018",0.0154,"narpcnut  "
"4976","NO23F","04/24/2018",0.0156,"narpcnut  "
"4977","NO23F","04/25/2018",0.0055,"narpcnut  "
"4978","NO23F","05/16/2018",0.0055,"narpcnut  "
"4979","NO23F","06/12/2018",0.01861111,"narpcnut  "
"4980","NO23F","06/13/2018",0.0055,"narpcnut  "
"4981","NO23F","07/12/2018",0.0055,"narpcnut  "
"4982","NO23F","07/13/2018",0.0055,"narpcnut  "
"4983","NO23F","08/07/2018",0.0055,"narpcnut  "
"4984","NO23F","08/08/2018",0.0055,"narpcnut  "
"4985","NO23F","09/05/2018",0.0055,"narpcnut  "
"4986","NO23F","09/06/2018",0.0055,"narpcnut  "
"4987","NO23F","10/09/2018",0.1135,"narpcnut  "
"4988","NO23F","10/10/2018",0.109,"narpcnut  "
"4989","NO23F","11/06/2018",0.216,"narpcnut  "
"4990","NO23F","11/07/2018",0.1868,"narpcnut  "
"4991","NO23F","12/04/2018",0.2655556,"narpcnut  "
"4992","NO23F","12/05/2018",0.2432,"narpcnut  "
"4993","NO2F","01/29/2018",0.001755556,"narpcnut  "
"4994","NO2F","01/30/2018",0.0016,"narpcnut  "
"4995","NO2F","02/13/2018",0.0016,"narpcnut  "
"4996","NO2F","02/14/2018",0.0016,"narpcnut  "
"4997","NO2F","03/27/2018",0.0016,"narpcnut  "
"4998","NO2F","03/28/2018",0.0016,"narpcnut  "
"4999","NO2F","04/24/2018",0.0016,"narpcnut  "
"5000","NO2F","04/25/2018",0.0016,"narpcnut  "
"5001","NO2F","05/16/2018",0.0016,"narpcnut  "
"5002","NO2F","06/12/2018",0.0016,"narpcnut  "
"5003","NO2F","06/13/2018",0.0016,"narpcnut  "
"5004","NO2F","07/12/2018",0.0016,"narpcnut  "
"5005","NO2F","07/13/2018",0.0016,"narpcnut  "
"5006","NO2F","08/07/2018",0.0016,"narpcnut  "
"5007","NO2F","08/08/2018",0.0016,"narpcnut  "
"5008","NO2F","09/05/2018",0.0016,"narpcnut  "
"5009","NO2F","09/06/2018",0.0016,"narpcnut  "
"5010","NO2F","10/09/2018",0.012,"narpcnut  "
"5011","NO2F","10/10/2018",0.0115,"narpcnut  "
"5012","NO2F","11/06/2018",0.01011111,"narpcnut  "
"5013","NO2F","11/07/2018",0.0088,"narpcnut  "
"5014","NO2F","12/04/2018",0.004666667,"narpcnut  "
"5015","NO2F","12/05/2018",0.0042,"narpcnut  "
"5016","NO3F","10/09/2018",0.1015,"narpcnut  "
"5017","NO3F","10/10/2018",0.0975,"narpcnut  "
"5018","NO3F","11/06/2018",0.2058889,"narpcnut  "
"5019","NO3F","11/07/2018",0.178,"narpcnut  "
"5020","NO3F","12/04/2018",0.2608889,"narpcnut  "
"5021","NO3F","12/05/2018",0.239,"narpcnut  "
"5022","PO4F","01/29/2018",0.0024,"narpcnut  "
"5023","PO4F","01/30/2018",0.0038,"narpcnut  "
"5024","PO4F","02/13/2018",0.002444444,"narpcnut  "
"5025","PO4F","02/14/2018",0.0026,"narpcnut  "
"5026","PO4F","03/27/2018",0.003844444,"narpcnut  "
"5027","PO4F","03/28/2018",0.0044,"narpcnut  "
"5028","PO4F","04/24/2018",0.003,"narpcnut  "
"5029","PO4F","04/25/2018",0.0025,"narpcnut  "
"5030","PO4F","05/16/2018",0.008,"narpcnut  "
"5031","PO4F","06/12/2018",0.01677778,"narpcnut  "
"5032","PO4F","06/13/2018",0.021,"narpcnut  "
"5033","PO4F","07/12/2018",0.02311111,"narpcnut  "
"5034","PO4F","07/13/2018",0.0186,"narpcnut  "
"5035","PO4F","08/07/2018",0.06322222,"narpcnut  "
"5036","PO4F","08/08/2018",0.061,"narpcnut  "
"5037","PO4F","09/05/2018",0.0325,"narpcnut  "
"5038","PO4F","09/06/2018",0.039,"narpcnut  "
"5039","PO4F","10/09/2018",0.055375,"narpcnut  "
"5040","PO4F","10/10/2018",0.059,"narpcnut  "
"5041","PO4F","11/06/2018",0.04988889,"narpcnut  "
"5042","PO4F","11/07/2018",0.0518,"narpcnut  "
"5043","PO4F","12/04/2018",0.02977778,"narpcnut  "
"5044","PO4F","12/05/2018",0.0324,"narpcnut  "
"5045","CHLA_N","01/15/2019",3.432222,"narpcnut  "
"5046","CHLA_N","01/16/2019",3.652,"narpcnut  "
"5047","CHLA_N","02/04/2019",32.075,"narpcnut  "
"5048","CHLA_N","02/05/2019",33.40833,"narpcnut  "
"5049","CHLA_N","03/18/2019",8.774444,"narpcnut  "
"5050","CHLA_N","03/19/2019",10.84,"narpcnut  "
"5051","CHLA_N","04/16/2019",2.55,"narpcnut  "
"5052","CHLA_N","04/23/2019",3.64,"narpcnut  "
"5053","CHLA_N","04/24/2019",3.305,"narpcnut  "
"5054","CHLA_N","05/14/2019",2.904444,"narpcnut  "
"5055","CHLA_N","05/15/2019",2.958,"narpcnut  "
"5056","CHLA_N","06/03/2019",1.44,"narpcnut  "
"5057","CHLA_N","06/04/2019",1.826667,"narpcnut  "
"5058","CHLA_N","07/16/2019",7.574444,"narpcnut  "
"5059","CHLA_N","07/17/2019",5.792,"narpcnut  "
"5060","CHLA_N","08/13/2019",5.726667,"narpcnut  "
"5061","CHLA_N","08/14/2019",6.704,"narpcnut  "
"5062","CHLA_N","09/09/2019",2.532222,"narpcnut  "
"5063","CHLA_N","09/10/2019",2.89,"narpcnut  "
"5064","CHLA_N","10/08/2019",4.063333,"narpcnut  "
"5065","CHLA_N","10/09/2019",3.394,"narpcnut  "
"5066","CHLA_N","11/11/2019",3.266667,"narpcnut  "
"5067","CHLA_N","11/12/2019",3.024,"narpcnut  "
"5068","CHLA_N","12/10/2019",1.652222,"narpcnut  "
"5069","CHLA_N","12/11/2019",1.48,"narpcnut  "
"5070","NH4F","01/15/2019",0.0086,"narpcnut  "
"5071","NH4F","01/16/2019",0.00858,"narpcnut  "
"5072","NH4F","02/04/2019",0.0062,"narpcnut  "
"5073","NH4F","02/05/2019",0.0062,"narpcnut  "
"5074","NH4F","03/18/2019",0.01068889,"narpcnut  "
"5075","NH4F","03/19/2019",0.01276,"narpcnut  "
"5076","NH4F","04/16/2019",0.0063,"narpcnut  "
"5077","NH4F","04/23/2019",0.02901667,"narpcnut  "
"5078","NH4F","04/24/2019",0.02728333,"narpcnut  "
"5079","NH4F","05/14/2019",0.01757778,"narpcnut  "
"5080","NH4F","05/15/2019",0.02718,"narpcnut  "
"5081","NH4F","06/03/2019",0.0070125,"narpcnut  "
"5082","NH4F","07/16/2019",0.007922222,"narpcnut  "
"5083","NH4F","07/17/2019",0.0081,"narpcnut  "
"5084","NH4F","08/13/2019",0.01878889,"narpcnut  "
"5085","NH4F","08/14/2019",0.02828,"narpcnut  "
"5086","NH4F","09/09/2019",0.0062,"narpcnut  "
"5087","NH4F","09/10/2019",0.0088,"narpcnut  "
"5088","NH4F","10/08/2019",0.009466667,"narpcnut  "
"5089","NH4F","10/09/2019",0.03484,"narpcnut  "
"5090","NH4F","11/11/2019",0.01291111,"narpcnut  "
"5091","NH4F","11/12/2019",0.01166,"narpcnut  "
"5092","NH4F","12/10/2019",0.03287778,"narpcnut  "
"5093","NH4F","12/11/2019",0.0406,"narpcnut  "
"5094","NO23F","01/15/2019",0.1706889,"narpcnut  "
"5095","NO23F","01/16/2019",0.1621,"narpcnut  "
"5096","NO23F","02/04/2019",0.0071,"narpcnut  "
"5097","NO23F","02/05/2019",0.0064,"narpcnut  "
"5098","NO23F","03/18/2019",0.01436667,"narpcnut  "
"5099","NO23F","03/19/2019",0.00786,"narpcnut  "
"5100","NO23F","04/16/2019",0.0055,"narpcnut  "
"5101","NO23F","04/23/2019",0.007783333,"narpcnut  "
"5102","NO23F","04/24/2019",0.0055,"narpcnut  "
"5103","NO23F","05/14/2019",0.01844444,"narpcnut  "
"5104","NO23F","05/15/2019",0.01462,"narpcnut  "
"5105","NO23F","06/03/2019",0.0134,"narpcnut  "
"5106","NO23F","07/16/2019",0.008,"narpcnut  "
"5107","NO23F","07/17/2019",0.0055,"narpcnut  "
"5108","NO23F","08/13/2019",0.01131111,"narpcnut  "
"5109","NO23F","08/14/2019",0.0055,"narpcnut  "
"5110","NO23F","09/09/2019",0.01033333,"narpcnut  "
"5111","NO23F","09/10/2019",0.0055,"narpcnut  "
"5112","NO23F","10/08/2019",0.01213333,"narpcnut  "
"5113","NO23F","10/09/2019",0.02288,"narpcnut  "
"5114","NO23F","11/11/2019",0.05467778,"narpcnut  "
"5115","NO23F","11/12/2019",0.05242,"narpcnut  "
"5116","NO23F","12/10/2019",0.09945556,"narpcnut  "
"5117","NO23F","12/11/2019",0.09078,"narpcnut  "
"5118","NO2F","01/15/2019",0.001688889,"narpcnut  "
"5119","NO2F","01/16/2019",0.0016,"narpcnut  "
"5120","NO2F","02/04/2019",0.0016,"narpcnut  "
"5121","NO2F","02/05/2019",0.0016,"narpcnut  "
"5122","NO2F","03/18/2019",0.0016,"narpcnut  "
"5123","NO2F","03/19/2019",0.00166,"narpcnut  "
"5124","NO2F","04/16/2019",0.0016,"narpcnut  "
"5125","NO2F","04/23/2019",0.0016,"narpcnut  "
"5126","NO2F","04/24/2019",0.0016,"narpcnut  "
"5127","NO2F","05/14/2019",0.001711111,"narpcnut  "
"5128","NO2F","05/15/2019",0.0016,"narpcnut  "
"5129","NO2F","06/03/2019",0.0016,"narpcnut  "
"5130","NO2F","07/16/2019",0.0016,"narpcnut  "
"5131","NO2F","07/17/2019",0.0016,"narpcnut  "
"5132","NO2F","08/13/2019",0.03964444,"narpcnut  "
"5133","NO2F","08/14/2019",0.04678,"narpcnut  "
"5134","NO2F","09/09/2019",0.03047778,"narpcnut  "
"5135","NO2F","09/10/2019",0.0373,"narpcnut  "
"5136","NO2F","10/08/2019",0.002,"narpcnut  "
"5137","NO2F","10/09/2019",0.00366,"narpcnut  "
"5138","NO2F","11/11/2019",0.004633333,"narpcnut  "
"5139","NO2F","11/12/2019",0.0046,"narpcnut  "
"5140","NO2F","12/10/2019",0.005233333,"narpcnut  "
"5141","NO2F","12/11/2019",0.00566,"narpcnut  "
"5142","NO3F","10/09/2019",0.01922,"narpcnut  "
"5143","NO3F","11/11/2019",0.05004444,"narpcnut  "
"5144","NO3F","11/12/2019",0.04782,"narpcnut  "
"5145","NO3F","12/10/2019",0.09422222,"narpcnut  "
"5146","NO3F","12/11/2019",0.08512,"narpcnut  "
"5147","PO4F","01/15/2019",0.01917778,"narpcnut  "
"5148","PO4F","01/16/2019",0.01898,"narpcnut  "
"5149","PO4F","02/04/2019",0.001625,"narpcnut  "
"5150","PO4F","02/05/2019",0.0016,"narpcnut  "
"5151","PO4F","03/18/2019",0.001944444,"narpcnut  "
"5152","PO4F","03/19/2019",0.00188,"narpcnut  "
"5153","PO4F","04/16/2019",0.00735,"narpcnut  "
"5154","PO4F","04/23/2019",0.003483333,"narpcnut  "
"5155","PO4F","04/24/2019",0.004166667,"narpcnut  "
"5156","PO4F","05/14/2019",0.01821111,"narpcnut  "
"5157","PO4F","05/15/2019",0.01184,"narpcnut  "
"5158","PO4F","06/03/2019",0.0083125,"narpcnut  "
"5159","PO4F","07/16/2019",0.02712222,"narpcnut  "
"5160","PO4F","07/17/2019",0.03048,"narpcnut  "
"5161","PO4F","08/13/2019",0.0016,"narpcnut  "
"5162","PO4F","08/14/2019",0.0016,"narpcnut  "
"5163","PO4F","09/09/2019",0.0016,"narpcnut  "
"5164","PO4F","09/10/2019",0.0016,"narpcnut  "
"5165","PO4F","10/08/2019",0.04417778,"narpcnut  "
"5166","PO4F","10/09/2019",0.05206,"narpcnut  "
"5167","PO4F","11/11/2019",0.03658889,"narpcnut  "
"5168","PO4F","11/12/2019",0.037,"narpcnut  "
"5169","PO4F","12/10/2019",0.02471111,"narpcnut  "
"5170","PO4F","12/11/2019",0.02594,"narpcnut  "
"5171","CHLA_N","01/16/2007",1.805,"nartsnut  "
"5172","CHLA_N","02/28/2007",1.955,"nartsnut  "
"5173","CHLA_N","03/27/2007",3.2,"nartsnut  "
"5174","CHLA_N","04/11/2007",3.12,"nartsnut  "
"5175","CHLA_N","05/16/2007",1.26,"nartsnut  "
"5176","CHLA_N","06/22/2007",0.96,"nartsnut  "
"5177","CHLA_N","07/11/2007",2.72,"nartsnut  "
"5178","CHLA_N","08/24/2007",3.12,"nartsnut  "
"5179","CHLA_N","09/21/2007",5.055,"nartsnut  "
"5180","CHLA_N","10/19/2007",4.95,"nartsnut  "
"5181","CHLA_N","11/26/2007",0.85,"nartsnut  "
"5182","NH4F","01/16/2007",0.022,"nartsnut  "
