"","date","Variable","mean_daily","station"
"2125",2019-05-15,"PO4F",0.0162,"narpcnut  "
"2126",2019-06-03,"CHLA_N",1.52666666666667,"narpcnut  "
"2127",2019-06-03,"NH4F",0.0086,"narpcnut  "
"2128",2019-06-03,"NO23F",0.0335,"narpcnut  "
"2129",2019-06-03,"PO4F",0.0084,"narpcnut  "
"2130",2019-06-04,"CHLA_N",1.86,"narpcnut  "
"2131",2019-06-04,"NH4F",0.0093,"narpcnut  "
"2132",2019-06-04,"PO4F",0.0117,"narpcnut  "
"2133",2019-07-16,"CHLA_N",8.30666666666667,"narpcnut  "
"2134",2019-07-16,"NH4F",0.0092,"narpcnut  "
"2135",2019-07-16,"NO23F",0.0174,"narpcnut  "
"2136",2019-07-16,"PO4F",0.0266,"narpcnut  "
"2137",2019-07-17,"CHLA_N",5.945,"narpcnut  "
"2138",2019-07-17,"NH4F",0.0083,"narpcnut  "
"2139",2019-07-17,"PO4F",0.027,"narpcnut  "
"2140",2019-08-13,"CHLA_N",6.03,"narpcnut  "
"2141",2019-08-13,"NH4F",0.0173,"narpcnut  "
"2142",2019-08-13,"NO23F",0.0459,"narpcnut  "
"2143",2019-08-13,"NO2F",0.0403,"narpcnut  "
"2144",2019-08-14,"CHLA_N",6.7,"narpcnut  "
"2145",2019-08-14,"NH4F",0.0532,"narpcnut  "
"2146",2019-08-14,"NO2F",0.0592,"narpcnut  "
"2147",2019-09-09,"CHLA_N",2.40333333333333,"narpcnut  "
"2148",2019-09-09,"NO2F",0.03105,"narpcnut  "
"2149",2019-09-09,"NO3F",0.0021,"narpcnut  "
"2150",2019-09-10,"CHLA_N",4.23,"narpcnut  "
"2151",2019-09-10,"NH4F",0.0063,"narpcnut  "
"2152",2019-09-10,"NO2F",0.03575,"narpcnut  "
"2153",2019-10-08,"CHLA_N",4.14,"narpcnut  "
"2154",2019-10-08,"NH4F",0.01125,"narpcnut  "
"2155",2019-10-08,"NO2F",0.00232,"narpcnut  "
"2156",2019-10-08,"PO4F",0.0427,"narpcnut  "
"2157",2019-10-09,"NO3F",0.01922,"narpcnut  "
"2158",2019-10-09,"PO4F",0.05206,"narpcnut  "
"2159",2019-11-11,"NO3F",0.0500444444444444,"narpcnut  "
"2160",2019-11-11,"PO4F",0.0365888888888889,"narpcnut  "
"2161",2019-11-12,"NO3F",0.0519,"narpcnut  "
"2162",2019-11-12,"PO4F",0.036975,"narpcnut  "
"2163",2019-12-10,"NO3F",0.0942222222222222,"narpcnut  "
"2164",2019-12-10,"PO4F",0.0247111111111111,"narpcnut  "
"2165",2019-12-11,"NO3F",0.08512,"narpcnut  "
"2166",2019-12-11,"PO4F",0.02594,"narpcnut  "
"2167",2007-01-16,"NO3F",0.1935,"nartsnut  "
"2168",2007-01-16,"PO4F",0.0255,"nartsnut  "
"2169",2007-02-28,"CHLA_N",2.33,"nartsnut  "
"2170",2007-02-28,"NH4F",0.008,"nartsnut  "
"2171",2007-02-28,"NO23F",0.001,"nartsnut  "
"2172",2007-02-28,"PO4F",0.003,"nartsnut  "
"2173",2007-03-27,"CHLA_N",3.2,"nartsnut  "
"2174",2007-03-27,"NO2F",0.001,"nartsnut  "
"2175",2007-04-11,"CHLA_N",3.12,"nartsnut  "
"2176",2007-04-11,"NO2F",0.001,"nartsnut  "
"2177",2007-05-16,"CHLA_N",1.25,"nartsnut  "
"2178",2007-05-16,"NO2F",0.001,"nartsnut  "
"2179",2007-06-22,"CHLA_N",0.45,"nartsnut  "
"2180",2007-06-22,"NH4F",0.004,"nartsnut  "
"2181",2007-06-22,"PO4F",0.009,"nartsnut  "
"2182",2007-07-11,"NH4F",0.005,"nartsnut  "
"2183",2007-08-24,"NH4F",0.008,"nartsnut  "
"2184",2007-08-24,"NO23F",0.001,"nartsnut  "
"2185",2007-08-24,"PO4F",0.03,"nartsnut  "
"2186",2007-09-21,"NO3F",0.0035,"nartsnut  "
"2187",2007-09-21,"PO4F",0.025,"nartsnut  "
"2188",2007-10-19,"NO3F",0.0385,"nartsnut  "
"2189",2007-10-19,"PO4F",0.037,"nartsnut  "
"2190",2007-11-26,"NO3F",0.129,"nartsnut  "
"2191",2007-11-26,"PO4F",0.0525,"nartsnut  "
"2192",2008-01-18,"CHLA_N",5.47,"nartsnut  "
"2193",2008-03-31,"CHLA_N",1.35,"nartsnut  "
"2194",2008-05-29,"CHLA_N",1.53,"nartsnut  "
"2195",2008-07-17,"CHLA_N",3.38,"nartsnut  "
"2196",2008-08-15,"CHLA_N",5.28,"nartsnut  "
"2197",2008-09-15,"CHLA_N",1.415,"nartsnut  "
"2198",2009-01-08,"CHLA_N",0.26,"nartsnut  "
"2199",2009-02-05,"CHLA_N",0.645,"nartsnut  "
"2200",2009-03-09,"CHLA_N",3.235,"nartsnut  "
"2201",2009-05-06,"CHLA_N",1.64,"nartsnut  "
"2202",2010-07-12,"CHLA_N",3.03,"nartsnut  "
"2203",2010-08-10,"CHLA_N",4.08,"nartsnut  "
"2204",2011-06-16,"CHLA_N",2.1,"nartsnut  "
"2205",2012-07-08,"CHLA_N",0.86,"nartsnut  "
"2206",2013-03-11,"CHLA_N",1.86,"nartsnut  "
"2207",2013-05-06,"CHLA_N",1.11,"nartsnut  "
"2208",2013-06-05,"CHLA_N",2.48,"nartsnut  "
"2209",2013-08-05,"CHLA_N",1.45,"nartsnut  "
"2210",2013-09-05,"CHLA_N",5.67,"nartsnut  "
"2211",2013-09-05,"NH4F",0.043,"nartsnut  "
"2212",2013-09-05,"PO4F",0.027,"nartsnut  "
"2213",2013-12-03,"CHLA_N",1.7,"nartsnut  "
"2214",2013-12-03,"NH4F",0.042,"nartsnut  "
"2215",2013-12-03,"NO2F",0.002,"nartsnut  "
"2216",2014-02-17,"CHLA_N",2.04,"nartsnut  "
"2217",2014-02-17,"PO4F",0.008,"nartsnut  "
"2218",2014-04-09,"NH4F",0.024,"nartsnut  "
"2219",2014-05-13,"CHLA_N",1.45,"nartsnut  "
"2220",2014-05-13,"NH4F",0.006,"nartsnut  "
"2221",2014-06-23,"PO4F",0.01,"nartsnut  "
"2222",2014-07-21,"CHLA_N",3.95,"nartsnut  "
"2223",2014-07-21,"NH4F",0.054,"nartsnut  "
"2224",2014-08-18,"CHLA_N",5.74,"nartsnut  "
"2225",2014-08-18,"NH4F",0.025,"nartsnut  "
"2226",2014-08-18,"PO4F",0.026,"nartsnut  "
"2227",2014-09-08,"PO4F",0.023,"nartsnut  "
"2228",2014-10-06,"NH4F",0.039,"nartsnut  "
"2229",2014-10-06,"NO23F",0.0145,"nartsnut  "
"2230",2014-11-10,"NH4F",0.038,"nartsnut  "
"2231",2014-11-10,"NO23F",0.0615,"nartsnut  "
"2232",2014-12-01,"NH4F",0.0475,"nartsnut  "
"2233",2014-12-01,"NO23F",0.0975,"nartsnut  "
"2234",2015-01-05,"CHLA_N",0.86,"nartsnut  "
"2235",2015-01-05,"NH4F",0.052,"nartsnut  "
"2236",2015-01-05,"NO23F",0.091,"nartsnut  "
"2237",2015-01-05,"PO4F",0.028,"nartsnut  "
"2238",2015-02-18,"NO23F",0.008,"nartsnut  "
"2239",2015-02-18,"PO4F",0.004,"nartsnut  "
"2240",2015-03-30,"NH4F",0.006,"nartsnut  "
"2241",2015-04-27,"CHLA_N",4.55,"nartsnut  "
"2242",2015-04-27,"NH4F",0.011,"nartsnut  "
"2243",2015-04-27,"NO23F",0.006,"nartsnut  "
"2244",2015-04-27,"PO4F",0.003,"nartsnut  "
"2245",2015-05-18,"PO4F",0.011,"nartsnut  "
"2246",2015-06-16,"CHLA_N",2.88,"nartsnut  "
"2247",2015-06-16,"NH4F",0.009,"nartsnut  "
"2248",2015-07-13,"CHLA_N",1.07,"nartsnut  "
"2249",2015-07-13,"NH4F",0.017,"nartsnut  "
"2250",2015-07-13,"PO4F",0.019,"nartsnut  "
"2251",2015-08-10,"PO4F",0.028,"nartsnut  "
"2252",2015-09-07,"CHLA_N",3.48,"nartsnut  "
"2253",2015-09-07,"NH4F",0.017,"nartsnut  "
"2254",2015-10-26,"CHLA_N",4.37,"nartsnut  "
"2255",2015-11-09,"NO23F",0.02,"nartsnut  "
"2256",2015-11-09,"PO4F",0.037,"nartsnut  "
"2257",2015-12-07,"NH4F",0.028,"nartsnut  "
"2258",2015-12-07,"NO23F",0.0605,"nartsnut  "
"2259",2016-01-18,"NO3F",0.112,"nartsnut  "
"2260",2016-01-18,"PO4F",0.0305,"nartsnut  "
"2261",2016-02-17,"CHLA_N",8.32,"nartsnut  "
"2262",2016-02-17,"NH4F",0.014,"nartsnut  "
"2263",2016-02-17,"PO4F",0.01,"nartsnut  "
"2264",2016-03-22,"PO4F",0.008,"nartsnut  "
"2265",2016-04-18,"CHLA_N",3.04,"nartsnut  "
"2266",2016-04-18,"NH4F",0.015,"nartsnut  "
"2267",2016-05-16,"CHLA_N",1.38,"nartsnut  "
"2268",2016-05-16,"PO4F",0.009,"nartsnut  "
"2269",2016-06-20,"PO4F",0.011,"nartsnut  "
"2270",2016-07-18,"CHLA_N",5,"nartsnut  "
"2271",2016-07-18,"NH4F",0.006,"nartsnut  "
"2272",2016-08-15,"CHLA_N",8.54,"nartsnut  "
"2273",2016-08-15,"NH4F",0.008,"nartsnut  "
"2274",2016-08-15,"PO4F",0.029,"nartsnut  "
"2275",2016-09-12,"PO4F",0.031,"nartsnut  "
"2276",2016-10-25,"CHLA_N",5.65,"nartsnut  "
"2277",2016-10-25,"NH4F",0.009,"nartsnut  "
"2278",2016-11-14,"CHLA_N",2.86,"nartsnut  "
"2279",2016-11-14,"PO4F",0.023,"nartsnut  "
"2280",2016-12-13,"CHLA_N",4.22,"nartsnut  "
"2281",2016-12-13,"NO2F",0.006,"nartsnut  "
"2282",2017-01-30,"CHLA_N",4.389674,"nartsnut  "
"2283",2017-01-30,"NO23F",0.012,"nartsnut  "
"2284",2017-03-27,"CHLA_N",3.7445967,"nartsnut  "
"2285",2017-03-27,"NH4F",0.008,"nartsnut  "
"2286",2017-04-24,"CHLA_N",4.8931494,"nartsnut  "
"2287",2017-06-05,"CHLA_N",3.3197896,"nartsnut  "
"2288",2017-06-05,"NH4F",0.021,"nartsnut  "
"2289",2017-07-03,"CHLA_N",5.616895,"nartsnut  "
"2290",2017-07-03,"NH4F",0.007,"nartsnut  "
"2291",2017-07-03,"PO4F",0.004,"nartsnut  "
"2292",2017-08-07,"PO4F",0.015,"nartsnut  "
"2293",2017-09-05,"CHLA_N",3.4928591,"nartsnut  "
"2294",2017-09-05,"NH4F",0.032,"nartsnut  "
"2295",2017-09-05,"NO2F",0.002,"nartsnut  "
"2296",2017-10-16,"NO3F",0.012,"nartsnut  "
"2297",2017-10-16,"PO4F",0.0415,"nartsnut  "
"2298",2017-11-28,"NO3F",0.1195,"nartsnut  "
"2299",2017-11-28,"PO4F",0.05,"nartsnut  "
"2300",2018-01-29,"CHLA_N",23.76,"nartsnut  "
"2301",2018-01-29,"NH4F",0.009,"nartsnut  "
"2302",2018-01-29,"PO4F",0.006,"nartsnut  "
"2303",2018-02-13,"PO4F",0.006,"nartsnut  "
"2304",2018-03-27,"CHLA_N",1.81,"nartsnut  "
"2305",2018-04-24,"CHLA_N",1.48,"nartsnut  "
"2306",2018-04-24,"PO4F",0.002,"nartsnut  "
"2307",2018-05-15,"PO4F",0.006,"nartsnut  "
"2308",2018-06-12,"CHLA_N",2.25,"nartsnut  "
"2309",2018-07-12,"CHLA_N",3.67,"nartsnut  "
"2310",2018-07-12,"NH4F",0.007,"nartsnut  "
"2311",2018-07-12,"PO4F",0.016,"nartsnut  "
"2312",2018-08-07,"PO4F",0.03,"nartsnut  "
"2313",2018-09-05,"CHLA_N",6.18,"nartsnut  "
"2314",2018-10-09,"NO3F",0.0765,"nartsnut  "
"2315",2018-10-09,"PO4F",0.048,"nartsnut  "
"2316",2018-11-06,"NO3F",0.151,"nartsnut  "
"2317",2018-11-06,"PO4F",0.045,"nartsnut  "
"2318",2018-12-04,"NO3F",0.192,"nartsnut  "
"2319",2018-12-04,"PO4F",0.028,"nartsnut  "
"2320",2019-01-15,"NH4F",0.0083,"nartsnut  "
"2321",2019-01-15,"NO23F",0.16745,"nartsnut  "
"2322",2019-01-15,"PO4F",0.0184,"nartsnut  "
"2323",2019-02-04,"CHLA_N",19.35,"nartsnut  "
"2324",2019-03-18,"PO4F",0.002,"nartsnut  "
"2325",2019-04-16,"PO4F",0.0049,"nartsnut  "
"2326",2019-05-14,"CHLA_N",1.54,"nartsnut  "
"2327",2019-05-14,"NH4F",0.0115,"nartsnut  "
"2328",2019-06-03,"CHLA_N",1.78,"nartsnut  "
"2329",2019-06-03,"PO4F",0.0059,"nartsnut  "
"2330",2019-07-16,"PO4F",0.0105,"nartsnut  "
"2331",2019-08-13,"CHLA_N",3.79,"nartsnut  "
"2332",2019-08-13,"NO2F",0.0276,"nartsnut  "
"2333",2019-10-08,"NH4F",0.01845,"nartsnut  "
"2334",2019-10-08,"NO23F",0.0263,"nartsnut  "
"2335",2019-11-11,"NO23F",0.03695,"nartsnut  "
"2336",2019-12-10,"NH4F",0.02195,"nartsnut  "
"2337",2019-12-10,"NO23F",0.0751,"nartsnut  "
"2338",2007-07-12,"CHLA_N",0.4,"welhtnut  "
"2339",2007-08-22,"NO23F",0.2429,"welhtnut  "
"2340",2007-09-19,"CHLA_N",0.3,"welhtnut  "
"2341",2007-09-19,"NO23F",0.1632,"welhtnut  "
"2342",2007-10-16,"CHLA_N",0.6,"welhtnut  "
"2343",2007-11-20,"NH4F",0.0069,"welhtnut  "
"2344",2007-11-20,"NO23F",0.059,"welhtnut  "
"2345",2008-04-17,"CHLA_N",0.2,"welhtnut  "
"2346",2008-05-22,"CHLA_N",0.6,"welhtnut  "
"2347",2008-06-18,"NO23F",0.0744,"welhtnut  "
"2348",2008-07-17,"CHLA_N",0.5,"welhtnut  "
"2349",2008-07-17,"NO23F",0.1806,"welhtnut  "
"2350",2008-08-13,"CHLA_N",0.2,"welhtnut  "
"2351",2008-09-12,"NO23F",0.142,"welhtnut  "
"2352",2008-10-17,"CHLA_N",0.2,"welhtnut  "
"2353",2008-10-17,"NO23F",0.0526,"welhtnut  "
"2354",2009-03-18,"CHLA_N",0.3,"welhtnut  "
"2355",2009-03-18,"NO23F",0.102,"welhtnut  "
"2356",2009-05-19,"NO23F",0.068,"welhtnut  "
"2357",2009-06-18,"CHLA_N",0.3,"welhtnut  "
"2358",2009-06-18,"NO23F",0.077,"welhtnut  "
"2359",2009-08-13,"NO23F",0.075,"welhtnut  "
"2360",2009-09-22,"CHLA_N",0.2,"welhtnut  "
"2361",2009-09-22,"NO23F",0.136,"welhtnut  "
"2362",2009-10-16,"CHLA_N",0.2,"welhtnut  "
"2363",2009-10-16,"PO4F",0.003,"welhtnut  "
"2364",2009-11-11,"NO23F",0.116,"welhtnut  "
"2365",2010-03-23,"CHLA_N",0.4,"welhtnut  "
"2366",2010-03-23,"NO23F",0.071,"welhtnut  "
"2367",2010-04-21,"CHLA_N",0.3,"welhtnut  "
"2368",2010-05-21,"NO23F",0.03,"welhtnut  "
"2369",2010-06-16,"NO23F",0.084,"welhtnut  "
"2370",2010-07-15,"CHLA_N",0.2,"welhtnut  "
"2371",2010-08-18,"NO23F",0.149,"welhtnut  "
"2372",2010-09-16,"CHLA_N",0.2,"welhtnut  "
"2373",2010-09-16,"NO23F",0.156,"welhtnut  "
"2374",2010-10-14,"CHLA_N",0.2,"welhtnut  "
"2375",2010-11-18,"NO23F",0.021,"welhtnut  "
"2376",2010-12-16,"CHLA_N",0.2,"welhtnut  "
"2377",2011-03-17,"NO23F",0.065,"welhtnut  "
"2378",2011-04-20,"CHLA_N",0.2,"welhtnut  "
"2379",2011-05-25,"NO23F",0.043,"welhtnut  "
"2380",2011-06-16,"CHLA_N",0.3,"welhtnut  "
"2381",2011-06-16,"NO23F",0.101,"welhtnut  "
"2382",2011-08-24,"NO23F",0.166,"welhtnut  "
"2383",2011-09-14,"CHLA_N",0.4,"welhtnut  "
"2384",2011-09-14,"NO23F",0.117,"welhtnut  "
"2385",2011-10-25,"CHLA_N",0.2,"welhtnut  "
"2386",2011-12-15,"NO23F",0.475,"welhtnut  "
"2387",2012-03-23,"CHLA_N",0.6,"welhtnut  "
"2388",2012-03-23,"NO23F",0.129,"welhtnut  "
"2389",2012-04-20,"CHLA_N",1.7,"welhtnut  "
"2390",2012-05-23,"NO23F",0.14,"welhtnut  "
"2391",2012-06-20,"NO23F",0.201,"welhtnut  "
"2392",2012-07-20,"CHLA_N",0.2,"welhtnut  "
"2393",2012-08-15,"NO23F",0.138,"welhtnut  "
"2394",2012-09-13,"NO23F",0.142,"welhtnut  "
"2395",2012-12-13,"NO23F",0.085,"welhtnut  "
"2396",2013-04-19,"NO23F",0.103,"welhtnut  "
"2397",2013-05-17,"CHLA_N",0.16,"welhtnut  "
"2398",2013-06-19,"NO23F",0.148,"welhtnut  "
"2399",2013-07-19,"CHLA_N",0.14,"welhtnut  "
"2400",2013-07-19,"NO23F",0.191,"welhtnut  "
"2401",2013-09-26,"CHLA_N",0.94,"welhtnut  "
"2402",2013-10-18,"NO23F",0.121,"welhtnut  "
"2403",2013-11-26,"CHLA_N",0.2,"welhtnut  "
"2404",2013-11-26,"NO23F",0.217,"welhtnut  "
"2405",2014-04-18,"CHLA_N",0.2,"welhtnut  "
"2406",2014-04-18,"NO23F",0.11,"welhtnut  "
"2407",2014-06-18,"NO23F",0.141,"welhtnut  "
"2408",2014-07-18,"CHLA_N",0.2,"welhtnut  "
"2409",2014-07-18,"NO23F",0.132,"welhtnut  "
"2410",2014-08-15,"CHLA_N",0.2,"welhtnut  "
"2411",2014-09-24,"NO23F",0.198,"welhtnut  "
"2412",2014-10-15,"CHLA_N",0.2,"welhtnut  "
"2413",2014-10-15,"NO23F",0.03,"welhtnut  "
"2414",2014-11-18,"PO4F",0.003,"welhtnut  "
"2415",2014-12-16,"NO23F",0.139,"welhtnut  "
"2416",2015-04-17,"NO23F",0.086,"welhtnut  "
"2417",2015-06-16,"NO23F",0.208,"welhtnut  "
"2418",2015-07-22,"NO23F",0.141,"welhtnut  "
"2419",2015-08-18,"CHLA_N",0.5,"welhtnut  "
"2420",2015-08-18,"PO4F",0.003,"welhtnut  "
"2421",2015-09-16,"NO23F",0.12,"welhtnut  "
"2422",2015-10-23,"CHLA_N",0.4,"welhtnut  "
"2423",2015-10-23,"NO23F",0.028,"welhtnut  "
"2424",2015-12-15,"NO23F",0.119,"welhtnut  "
"2425",2016-03-29,"NO23F",0.076,"welhtnut  "
"2426",2016-05-19,"NO23F",0.118,"welhtnut  "
"2427",2016-06-16,"NO23F",0.218,"welhtnut  "
"2428",2016-09-20,"NO23F",0.157,"welhtnut  "
"2429",2016-09-20,"PO4F",0.003,"welhtnut  "
"2430",2016-11-19,"NO23F",0.054,"welhtnut  "
"2431",2017-04-25,"NO23F",0.021,"welhtnut  "
"2432",2017-05-23,"CHLA_N",0.2,"welhtnut  "
"2433",2017-06-23,"NO23F",0.144,"welhtnut  "
"2434",2017-07-25,"CHLA_N",0.3,"welhtnut  "
"2435",2017-07-25,"NO23F",0.302,"welhtnut  "
"2436",2017-07-25,"PO4F",0.002,"welhtnut  "
"2437",2017-08-24,"CHLA_N",0.4,"welhtnut  "
"2438",2017-09-21,"NH4F",0.011,"welhtnut  "
"2439",2017-09-21,"NO23F",0.265,"welhtnut  "
"2440",2017-10-27,"NO23F",0.014,"welhtnut  "
"2441",2018-04-24,"NO23F",0.144,"welhtnut  "
"2442",2018-05-16,"CHLA_N",0.2,"welhtnut  "
"2443",2018-06-19,"NH4F",0.034,"welhtnut  "
"2444",2018-07-17,"NO23F",0.173,"welhtnut  "
"2445",2018-07-17,"PO4F",0.003,"welhtnut  "
"2446",2018-08-21,"NH4F",0.02,"welhtnut  "
"2447",2018-09-24,"NO23F",0.215,"welhtnut  "
"2448",2018-10-16,"NO23F",0.04,"welhtnut  "
"2449",2019-04-24,"NO23F",0.072,"welhtnut  "
"2450",2019-05-22,"CHLA_N",0.56,"welhtnut  "
"2451",2019-06-19,"NH4F",0.013,"welhtnut  "
"2452",2019-06-19,"NO23F",0.146,"welhtnut  "
"2453",2019-07-16,"CHLA_N",0.24,"welhtnut  "
"2454",2019-07-16,"NO23F",0.251,"welhtnut  "
"2455",2019-08-21,"CHLA_N",0.55,"welhtnut  "
"2456",2019-08-21,"NH4F",0.01,"welhtnut  "
"2457",2019-09-17,"NO23F",0.295,"welhtnut  "
"2458",2007-01-18,"CHLA_N",0.966666666666667,"welinnut  "
"2459",2007-01-18,"NH4F",0.25535,"welinnut  "
"2460",2007-01-18,"NO23F",0.1593,"welinnut  "
"2461",2007-01-18,"PO4F",0.0352333333333333,"welinnut  "
"2462",2007-01-19,"CHLA_N",1.2,"welinnut  "
"2463",2007-01-19,"NH4F",0.1948,"welinnut  "
"2464",2007-01-19,"NO23F",0.159333333333333,"welinnut  "
"2465",2007-01-19,"PO4F",0.03175,"welinnut  "
"2466",2007-02-12,"CHLA_N",1.1,"welinnut  "
"2467",2007-02-12,"NH4F",0.207266666666667,"welinnut  "
"2468",2007-02-12,"NO23F",0.1186,"welinnut  "
"2469",2007-02-12,"PO4F",0.0309,"welinnut  "
"2470",2007-02-13,"CHLA_N",1.03333333333333,"welinnut  "
"2471",2007-02-13,"NH4F",0.1182,"welinnut  "
"2472",2007-02-13,"NO23F",0.1211,"welinnut  "
"2473",2007-02-13,"PO4F",0.0315,"welinnut  "
"2474",2007-03-15,"CHLA_N",2.4,"welinnut  "
"2475",2007-03-15,"NH4F",0.1142,"welinnut  "
"2476",2007-03-15,"NO23F",0.116566666666667,"welinnut  "
"2477",2007-03-15,"PO4F",0.0271,"welinnut  "
"2478",2007-03-16,"CHLA_N",2.45,"welinnut  "
"2479",2007-03-16,"NH4F",0.1492,"welinnut  "
"2480",2007-03-16,"NO23F",0.1273,"welinnut  "
"2481",2007-03-16,"PO4F",0.025,"welinnut  "
"2482",2007-04-19,"PO4F",0.0172375,"welinnut  "
"2483",2007-04-20,"PO4F",0.01725,"welinnut  "
"2484",2007-05-15,"PO4F",0.010375,"welinnut  "
"2485",2007-05-16,"PO4F",0.00986666666666667,"welinnut  "
"2486",2007-06-13,"PO4F",0.0065625,"welinnut  "
"2487",2007-06-14,"PO4F",0.0122666666666667,"welinnut  "
"2488",2007-07-11,"CHLA_N",1.56666666666667,"welinnut  "
"2489",2007-07-11,"NH4F",0.1045,"welinnut  "
"2490",2007-07-11,"PO4F",0.00873333333333333,"welinnut  "
"2491",2007-07-12,"CHLA_N",1.4,"welinnut  "
"2492",2007-07-12,"NH4F",0.20845,"welinnut  "
"2493",2007-07-12,"PO4F",0.0115,"welinnut  "
"2494",2007-08-21,"CHLA_N",1.45,"welinnut  "
"2495",2007-08-21,"NH4F",0.1143,"welinnut  "
"2496",2007-08-21,"PO4F",0.0123,"welinnut  "
"2497",2007-08-22,"CHLA_N",1.1,"welinnut  "
"2498",2007-08-22,"NH4F",0.11955,"welinnut  "
"2499",2007-08-22,"PO4F",0.01515,"welinnut  "
"2500",2007-09-18,"CHLA_N",1.1,"welinnut  "
"2501",2007-09-18,"NH4F",0.0864333333333333,"welinnut  "
"2502",2007-09-18,"PO4F",0.0188666666666667,"welinnut  "
"2503",2007-09-19,"CHLA_N",1.3,"welinnut  "
"2504",2007-09-19,"NH4F",0.0691,"welinnut  "
"2505",2007-09-19,"PO4F",0.01975,"welinnut  "
"2506",2007-10-15,"CHLA_N",0.85,"welinnut  "
"2507",2007-10-15,"NH4F",0.0797333333333333,"welinnut  "
"2508",2007-10-15,"NO23F",0.0181666666666667,"welinnut  "
"2509",2007-10-15,"PO4F",0.0226,"welinnut  "
"2510",2007-10-16,"CHLA_N",1.1,"welinnut  "
"2511",2007-10-16,"NH4F",0.0866,"welinnut  "
"2512",2007-10-16,"NO23F",0.0253,"welinnut  "
"2513",2007-10-16,"PO4F",0.03095,"welinnut  "
"2514",2007-11-19,"CHLA_N",0.766666666666667,"welinnut  "
"2515",2007-11-19,"NH4F",0.08925,"welinnut  "
"2516",2007-11-19,"NO23F",0.0998333333333333,"welinnut  "
"2517",2007-11-19,"PO4F",0.0225,"welinnut  "
"2518",2007-11-20,"CHLA_N",1.1,"welinnut  "
"2519",2007-11-20,"NH4F",0.0856,"welinnut  "
"2520",2007-11-20,"NO23F",0.08605,"welinnut  "
"2521",2007-11-20,"PO4F",0.0226,"welinnut  "
"2522",2007-12-18,"CHLA_N",1.55,"welinnut  "
"2523",2007-12-18,"NH4F",0.0848,"welinnut  "
"2524",2007-12-18,"NO23F",0.10565,"welinnut  "
"2525",2007-12-18,"PO4F",0.02155,"welinnut  "
"2526",2007-12-19,"CHLA_N",1.06666666666667,"welinnut  "
"2527",2007-12-19,"NH4F",0.0804,"welinnut  "
"2528",2007-12-19,"NO23F",0.1075,"welinnut  "
"2529",2007-12-19,"PO4F",0.0267333333333333,"welinnut  "
"2530",2008-01-16,"CHLA_N",0.8,"welinnut  "
"2531",2008-01-16,"NH4F",0.04505,"welinnut  "
"2532",2008-01-16,"NO23F",0.10945,"welinnut  "
"2533",2008-01-16,"PO4F",0.0220666666666667,"welinnut  "
"2534",2008-01-17,"CHLA_N",0.95,"welinnut  "
"2535",2008-01-17,"NH4F",0.04275,"welinnut  "
"2536",2008-01-17,"NO23F",0.138366666666667,"welinnut  "
"2537",2008-01-17,"PO4F",0.0235,"welinnut  "
"2538",2008-02-12,"CHLA_N",1.3,"welinnut  "
"2539",2008-02-12,"NH4F",0.0518333333333333,"welinnut  "
"2540",2008-02-12,"NO23F",0.11,"welinnut  "
"2541",2008-02-12,"PO4F",0.0239,"welinnut  "
"2542",2008-02-13,"CHLA_N",1.15,"welinnut  "
"2543",2008-02-13,"NH4F",0.0401,"welinnut  "
"2544",2008-02-13,"NO23F",0.11535,"welinnut  "
"2545",2008-02-13,"PO4F",0.02385,"welinnut  "
"2546",2008-03-18,"CHLA_N",4.1,"welinnut  "
"2547",2008-03-18,"NH4F",0.0362,"welinnut  "
"2548",2008-03-18,"NO23F",0.0024,"welinnut  "
"2549",2008-03-18,"PO4F",0.00893333333333333,"welinnut  "
"2550",2008-03-19,"CHLA_N",2.8,"welinnut  "
"2551",2008-03-19,"NH4F",0.04095,"welinnut  "
"2552",2008-03-19,"NO23F",0.0113,"welinnut  "
"2553",2008-03-19,"PO4F",0.00715,"welinnut  "
"2554",2008-04-16,"CHLA_N",0.266666666666667,"welinnut  "
"2555",2008-04-16,"NH4F",0.02325,"welinnut  "
"2556",2008-04-17,"CHLA_N",0.25,"welinnut  "
"2557",2008-04-17,"NH4F",0.01915,"welinnut  "
"2558",2008-04-17,"NO23F",0.0043,"welinnut  "
"2559",2008-05-21,"CHLA_N",0.533333333333333,"welinnut  "
"2560",2008-05-21,"NH4F",0.0264666666666667,"welinnut  "
"2561",2008-05-21,"NO23F",0.0217,"welinnut  "
"2562",2008-05-21,"PO4F",0.00733333333333333,"welinnut  "
"2563",2008-05-22,"CHLA_N",0.6,"welinnut  "
"2564",2008-05-22,"NH4F",0.01565,"welinnut  "
"2565",2008-05-22,"NO23F",0.02235,"welinnut  "
"2566",2008-05-22,"PO4F",0.0094,"welinnut  "
"2567",2008-06-17,"CHLA_N",1.6,"welinnut  "
"2568",2008-06-17,"NH4F",0.02095,"welinnut  "
"2569",2008-06-17,"NO23F",0.0055,"welinnut  "
"2570",2008-06-18,"CHLA_N",1.9,"welinnut  "
"2571",2008-06-18,"NH4F",0.0502,"welinnut  "
"2572",2008-06-18,"NO23F",0.0081,"welinnut  "
"2573",2008-06-18,"PO4F",0.00285,"welinnut  "
"2574",2008-07-16,"CHLA_N",0.833333333333333,"welinnut  "
